year,country,flow,product_group,commodity_key,total_trade_usd,total_weight_kg,total_weight_tonnes,total_quantity,rows,any_quantity_available,any_weight_available
2024,LUXEMBOURG,export,refined_products,light_oils_refined,236838.948,38631.05,38.63105,38631.05,1,TRUE,TRUE
2024,LUXEMBOURG,import,crude_oil,crude_oil,13761.602,2221.803,2.221803,2221.803,1,TRUE,TRUE
2024,LUXEMBOURG,import,lng,lng,562738.498,1333098.2,1333.0982,1333098.2,1,TRUE,TRUE
2024,LUXEMBOURG,import,refined_products,light_oils_refined,348381343.063,0,0,0,1,FALSE,FALSE
2024,LUXEMBOURG,re-export,refined_products,light_oils_refined,4291.649,0,0,0,1,FALSE,FALSE
2024,MALAYSIA,export,crude_oil,crude_oil,6238601096.712,9491339957,9491339.957,9491339957,1,TRUE,TRUE
2024,MALAYSIA,export,lng,lng,13295090757.83,27951946686.95,27951946.686950002,27951946686.95,1,TRUE,TRUE
2024,MALAYSIA,export,refined_products,light_oils_refined,8912667299.449,11869853409.932,11869853.409931999,11869853409.932,1,TRUE,TRUE
2024,MALAYSIA,import,crude_oil,crude_oil,13880443833.261,22122672638,22122672.638,22122672638,1,TRUE,TRUE
2024,MALAYSIA,import,lng,lng,2185241812.174,3245507200,3245507.2,3245507200,1,TRUE,TRUE
2024,MALAYSIA,import,refined_products,light_oils_refined,13476841405.863,0,0,0,1,FALSE,FALSE
2024,MALDIVES,import,crude_oil,crude_oil,2587.758,418,0.418,418,1,TRUE,TRUE
2024,MALDIVES,import,refined_products,light_oils_refined,23.535,1,0.001,1,1,TRUE,TRUE
2024,MALTA,export,refined_products,light_oils_refined,1473.12,305,0.305,305,1,TRUE,TRUE
2024,MALTA,import,crude_oil,crude_oil,283.584,0,0,0,1,FALSE,FALSE
2024,MALTA,import,lng,lng,134029330.15,0,0,0,1,FALSE,FALSE
2024,MALTA,import,refined_products,light_oils_refined,102326594.811,0,0,0,1,FALSE,FALSE
2024,MAURITIUS,export,refined_products,light_oils_refined,238.486,3,0.003,3,1,TRUE,TRUE
2024,MAURITIUS,import,refined_products,light_oils_refined,655365.174,515915,515.915,516306,1,TRUE,TRUE
2024,MAURITIUS,re-export,refined_products,light_oils_refined,238.486,3,0.003,3,1,TRUE,TRUE
2024,MEXICO,export,crude_oil,crude_oil,21707462281,39114513944.514,39114513.944514,39114513944.514,1,TRUE,TRUE
2024,MEXICO,export,refined_products,light_oils_refined,54094778,57932279.528,57932.279528,57932279.528,1,TRUE,TRUE
2024,MEXICO,import,crude_oil,crude_oil,1253,1994.775,1.9947750000000002,1994.775,1,TRUE,TRUE
2024,MEXICO,import,lng,lng,929549,1729227660,1729227.66,1729227660,1,TRUE,TRUE
2024,MEXICO,import,refined_products,light_oils_refined,9964798002,10677776386.758,10677776.386758,10677776386.758,1,TRUE,TRUE
2024,MONTENEGRO,export,refined_products,light_oils_refined,6936.105,2487.8,2.4878,2487.8,1,TRUE,TRUE
2024,MONTENEGRO,import,lng,lng,1142978.216,989618,989.618,989618,1,TRUE,TRUE
2024,MONTENEGRO,import,refined_products,light_oils_refined,40156843.852,46626807.058,46626.807058,46626807.058,1,TRUE,TRUE
2024,MYANMAR,import,refined_products,light_oils_refined,1640714923.56,2578439775.356,2578439.775356,2578439775.356,1,TRUE,TRUE
2024,NAMIBIA,export,crude_oil,crude_oil,21881.578,0,0,0,1,FALSE,FALSE
2024,NAMIBIA,export,lng,lng,85904.465,39305.8,39.305800000000005,39305.8,1,TRUE,TRUE
2024,NAMIBIA,export,refined_products,light_oils_refined,311370128.88,0,0,344556362.51,1,TRUE,FALSE
2024,NAMIBIA,import,crude_oil,crude_oil,10886.386,0,0,0,1,FALSE,FALSE
2024,NAMIBIA,import,lng,lng,3360843.602,0,0,0,1,FALSE,FALSE
2024,NAMIBIA,import,refined_products,light_oils_refined,1350590805.248,0,0,1479795983.942,1,TRUE,FALSE
2024,NAMIBIA,re-export,crude_oil,crude_oil,5.501,2,0.002,2,1,TRUE,TRUE
2024,NAMIBIA,re-export,refined_products,light_oils_refined,273201814.845,303457224.47,303457.22447,303457224.47,1,TRUE,TRUE
2024,NETHERLANDS,export,crude_oil,crude_oil,17039661154.182,28309005788,28309005.788,28309005788,1,TRUE,TRUE
2024,NETHERLANDS,export,lng,lng,251411903.185,340349494,340349.494,340349494,1,TRUE,TRUE
2024,NETHERLANDS,export,refined_products,light_oils_refined,20317321378.01,26041899055.833,26041899.055833,26041899055.833,1,TRUE,TRUE
2024,NETHERLANDS,import,crude_oil,crude_oil,49023357295.452,79221742644,79221742.644,79221742644,1,TRUE,TRUE
2024,NETHERLANDS,import,lng,lng,8434754699.574,13431247841,13431247.841,13431247841,1,TRUE,TRUE
2024,NETHERLANDS,import,refined_products,light_oils_refined,13607891600.459,18049661103,18049661.103,18049661103,1,TRUE,TRUE
2024,NEW ZEALAND,export,crude_oil,crude_oil,423230611.237,719483682.129,719483.682129,719483682.129,1,TRUE,TRUE
2024,NEW ZEALAND,export,lng,lng,3149.533,4500,4.5,4500,1,TRUE,TRUE
2024,NEW ZEALAND,export,refined_products,light_oils_refined,7009056.733,6719759.724,6719.7597240000005,6719759.724,1,TRUE,TRUE
2024,NEW ZEALAND,import,crude_oil,crude_oil,84846.754,24000,24,24000,1,TRUE,TRUE
2024,NEW ZEALAND,import,lng,lng,22596.267,1208,1.208,1208,1,TRUE,TRUE
2024,NEW ZEALAND,import,refined_products,light_oils_refined,1989132659.915,2931658447,2931658.447,2931658447,1,TRUE,TRUE
2024,NEW ZEALAND,re-export,crude_oil,crude_oil,12209230.16,25655520.599,25655.520599,25655520.599,1,TRUE,TRUE
2024,NEW ZEALAND,re-export,refined_products,light_oils_refined,139677.924,25642.724,25.642723999999998,25642.724,1,TRUE,TRUE
2024,NIGERIA,export,crude_oil,crude_oil,37380669161.523,0,0,0,1,FALSE,FALSE
2024,NIGERIA,export,lng,lng,4884418606.959,0,0,0,1,FALSE,FALSE
2024,NIGERIA,export,refined_products,light_oils_refined,42017863.924,0,0,0,1,FALSE,FALSE
2024,NIGERIA,import,lng,lng,14370.007,50000,50,50000,1,TRUE,TRUE
2024,NIGERIA,import,refined_products,light_oils_refined,10467890982.656,0,0,0,1,FALSE,FALSE
2024,NORWAY,export,crude_oil,crude_oil,49293154558.329,84025184200,84025184.2,84025184200,1,TRUE,TRUE
2024,NORWAY,export,lng,lng,2224840265.679,4647466279,4647466.279,4647466279,1,TRUE,TRUE
2024,NORWAY,export,refined_products,light_oils_refined,3730182435.288,5096341968,5096341.968,5096341968,1,TRUE,TRUE
2024,NORWAY,import,crude_oil,crude_oil,719775448.484,1138175000,1138175,1138175000,1,TRUE,TRUE
2024,NORWAY,import,lng,lng,33402961.906,55732417,55732.417,55732417,1,TRUE,TRUE
2024,NORWAY,import,refined_products,light_oils_refined,608905571.86,630284448.912,630284.4489119999,630284448.912,1,TRUE,TRUE
2024,PAKISTAN,export,crude_oil,crude_oil,67590587.631,105219000,105219,105219000,1,TRUE,TRUE
2024,PAKISTAN,import,crude_oil,crude_oil,5608000766.516,9748245000,9748245,9748245000,1,TRUE,TRUE
2024,PAKISTAN,import,lng,lng,3981541554.9,7544961245.872,7544961.245871999,7544961245.872,1,TRUE,TRUE
2024,PAKISTAN,import,refined_products,light_oils_refined,4378742376.113,7471303000,7471303,7471303000,1,TRUE,TRUE
2024,PANAMA,import,lng,lng,23420,2227,2.227,2227,1,TRUE,TRUE
2024,PANAMA,import,refined_products,light_oils_refined,1501233633,1558384436,1558384.436,1558384436,1,TRUE,TRUE
2024,PARAGUAY,import,crude_oil,crude_oil,236.55,8.2,0.008199999999999999,8.2,1,TRUE,TRUE
2024,PARAGUAY,import,lng,lng,25.302,0.41,4.1e-4,0.41,1,TRUE,TRUE
2024,PARAGUAY,import,refined_products,light_oils_refined,663425029.79,762482166.72,762482.16672,762482166.72,1,TRUE,TRUE
2024,PHILIPPINES,export,crude_oil,crude_oil,168274610,284114200,284114.2,284114200,1,TRUE,TRUE
2024,PHILIPPINES,export,refined_products,light_oils_refined,3410,840,0.84,840,1,TRUE,TRUE
2024,PHILIPPINES,import,crude_oil,crude_oil,3710128605,6483423000,6483423,6483423000,1,TRUE,TRUE
2024,PHILIPPINES,import,lng,lng,767725715,1184997500,1184997.5,1184997500,1,TRUE,TRUE
2024,PHILIPPINES,import,refined_products,light_oils_refined,3925936613,5021944716.48,5021944.71648,5021944716.48,1,TRUE,TRUE
2024,POLAND,export,crude_oil,crude_oil,101266882,182634768.607,182634.768607,182634768.607,1,TRUE,TRUE
2024,POLAND,export,refined_products,light_oils_refined,708409828,900469765.351,900469.765351,900469765.351,1,TRUE,TRUE
2024,POLAND,import,crude_oil,crude_oil,15192763299,24977062651,24977062.651,24977062651,1,TRUE,TRUE
2024,POLAND,import,refined_products,light_oils_refined,1437051787,1690058642.697,1690058.642697,1690058642.697,1,TRUE,TRUE
2024,PORTUGAL,export,refined_products,light_oils_refined,1813177110.216,2515919711,2515919.711,2515919711,1,TRUE,TRUE
2024,PORTUGAL,import,crude_oil,crude_oil,6414337735.498,10687346780,10687346.78,10687346780,1,TRUE,TRUE
2024,PORTUGAL,import,lng,lng,1292449547.89,3177570100,3177570.1,3177570100,1,TRUE,TRUE
2024,PORTUGAL,import,refined_products,light_oils_refined,321837861.063,420832159.485,420832.159485,420832159.485,1,TRUE,TRUE
2024,REP. OF KOREA,export,crude_oil,crude_oil,50,6.8,0.0068,6.8,1,TRUE,TRUE
2024,REP. OF KOREA,export,lng,lng,10478352,15434867,15434.867,15434867,1,TRUE,TRUE
2024,REP. OF KOREA,export,refined_products,light_oils_refined,14772103471,19394217805.67,19394217.805669997,19394217805.67,1,TRUE,TRUE
2024,REP. OF KOREA,import,crude_oil,crude_oil,85334419380,137180040598.918,137180040.598918,137180040598.918,1,TRUE,TRUE
2024,REP. OF KOREA,import,lng,lng,29272042859,46317873494,46317873.494,46317873494,1,TRUE,TRUE
2024,REP. OF KOREA,import,refined_products,light_oils_refined,19845501054,28513800779.899,28513800.779898997,28513800779.899,1,TRUE,TRUE
2024,REP. OF MOLDOVA,export,crude_oil,crude_oil,628303,1583990,1583.99,1583990,1,TRUE,TRUE
2024,REP. OF MOLDOVA,export,refined_products,light_oils_refined,121647349,137126476,137126.476,137126476,1,TRUE,TRUE
2024,REP. OF MOLDOVA,import,crude_oil,crude_oil,7056,1770,1.77,1770,1,TRUE,TRUE
2024,REP. OF MOLDOVA,import,refined_products,light_oils_refined,281455342,0,0,0,1,FALSE,FALSE
2024,REP. OF MOLDOVA,re-export,refined_products,light_oils_refined,121640964,137124150,137124.15,137124150,1,TRUE,TRUE
2024,ROMANIA,export,crude_oil,crude_oil,7529175.58,12431004,12431.004,12431004,1,TRUE,TRUE
2024,ROMANIA,export,refined_products,light_oils_refined,1717604111.49,0,0,0,1,FALSE,FALSE
2024,ROMANIA,import,crude_oil,crude_oil,4972493450.11,0,0,0,1,FALSE,FALSE
2024,ROMANIA,import,refined_products,light_oils_refined,130541083.5,0,0,0,1,FALSE,FALSE
2024,SLOVAKIA,export,crude_oil,crude_oil,694156.411,1227160,1227.16,1227160,1,TRUE,TRUE
2024,SLOVAKIA,export,lng,lng,3086266.418,8873860,8873.86,8873860,1,TRUE,TRUE
2024,SLOVAKIA,export,refined_products,light_oils_refined,606079916.174,804647541,804647.541,804647541,1,TRUE,TRUE
2024,SLOVAKIA,import,crude_oil,crude_oil,2449069017.746,0,0,0,1,FALSE,FALSE
2024,SLOVAKIA,import,lng,lng,19431507.93,0,0,0,1,FALSE,FALSE
2024,SLOVAKIA,import,refined_products,light_oils_refined,257709905.169,0,0,0,1,FALSE,FALSE
2024,SLOVENIA,export,crude_oil,crude_oil,203.895,40.9,0.0409,40.9,1,TRUE,TRUE
2024,SLOVENIA,export,refined_products,light_oils_refined,148747959.003,169764326.745,169764.326745,169764326.745,1,TRUE,TRUE
2024,SLOVENIA,import,crude_oil,crude_oil,1149.046,777.57,0.7775700000000001,777.57,1,TRUE,TRUE
2024,SLOVENIA,import,lng,lng,308074.617,337147,337.147,337147,1,TRUE,TRUE
2024,SLOVENIA,import,refined_products,light_oils_refined,476254319.33,577858312.289,577858.312289,577858312.289,1,TRUE,TRUE
2024,SOUTH AFRICA,export,crude_oil,crude_oil,51467094.764,92738173.157,92738.17315700001,92738173.157,1,TRUE,TRUE
2024,SOUTH AFRICA,export,lng,lng,13730200.167,22994195.034,22994.195034,22994195.034,1,TRUE,TRUE
2024,SOUTH AFRICA,export,refined_products,light_oils_refined,2731103287.93,2924848662.757,2924848.662757,2924848662.757,1,TRUE,TRUE
2024,SOUTH AFRICA,import,crude_oil,crude_oil,5173888228.183,0,0,8236825718.068,1,TRUE,FALSE
2024,SOUTH AFRICA,import,lng,lng,413730622.13,0,0,784013294.137,1,TRUE,FALSE
2024,SOUTH AFRICA,import,refined_products,light_oils_refined,12060402813.847,0,0,12923321110.437,1,TRUE,FALSE
2024,SPAIN,export,crude_oil,crude_oil,1884603895.643,0,0,0,1,FALSE,FALSE
2024,SPAIN,export,lng,lng,482861575.731,868498750,868498.75,868498750,1,TRUE,TRUE
2024,SPAIN,export,refined_products,light_oils_refined,3026520429.135,4133307350.65,4133307.35065,4133307350.65,1,TRUE,TRUE
2024,SPAIN,import,crude_oil,crude_oil,36623430237.103,0,0,0,1,FALSE,FALSE
2024,SPAIN,import,lng,lng,5963227480.201,11981212941,11981212.941,11981212941,1,TRUE,TRUE
2024,SPAIN,import,refined_products,light_oils_refined,862860957.615,0,0,0,1,FALSE,FALSE
2024,SRI LANKA,export,crude_oil,crude_oil,3431.74,120,0.12,120,1,TRUE,TRUE
2024,SRI LANKA,export,refined_products,light_oils_refined,180.817,11,0.011,11,1,TRUE,TRUE
2024,SRI LANKA,import,crude_oil,crude_oil,766353167.895,1519432796,1519432.796,1519432796,1,TRUE,TRUE
2024,SRI LANKA,import,refined_products,light_oils_refined,822875659.326,1209286810.969,1209286.8109690002,1209286810.969,1,TRUE,TRUE
2024,SWEDEN,export,crude_oil,crude_oil,190771.116,40975.61,40.97561,40975.61,1,TRUE,TRUE
2024,SWEDEN,export,lng,lng,30845778.039,41246832.989,41246.832989,41246832.989,1,TRUE,TRUE
2024,SWEDEN,export,refined_products,light_oils_refined,3057850827.209,3723170524.475,3723170.524475,3723170524.475,1,TRUE,TRUE
2024,SWEDEN,import,crude_oil,crude_oil,11262589794.7,17740083875.367,17740083.875367,17740083875.367,1,TRUE,TRUE
2024,SWEDEN,import,lng,lng,218001990.044,374445000,374445,374445000,1,TRUE,TRUE
2024,SWEDEN,import,refined_products,light_oils_refined,1128974950.761,1391378754.712,1391378.7547119998,1391378754.712,1,TRUE,TRUE
2024,SWITZERLAND,export,crude_oil,crude_oil,1966.061,165,0.165,165,1,TRUE,TRUE
2024,SWITZERLAND,export,lng,lng,14351.901,11350,11.35,11350,1,TRUE,TRUE
2024,SWITZERLAND,export,refined_products,light_oils_refined,15173127.431,0,0,0,1,FALSE,FALSE
2024,SWITZERLAND,import,crude_oil,crude_oil,1569790699.673,2586715000,2586715,2586715000,1,TRUE,TRUE
2024,SWITZERLAND,import,lng,lng,3381502.627,3895051.213,3895.051213,3895051.213,1,TRUE,TRUE
2024,SWITZERLAND,import,refined_products,light_oils_refined,1276007118.293,1496921349.324,1496921.3493239998,1496921349.324,1,TRUE,TRUE
2024,TFYR OF MACEDONIA,export,refined_products,light_oils_refined,3613327.22,3969904,3969.904,3969904,1,TRUE,TRUE
2024,TFYR OF MACEDONIA,import,lng,lng,3486462.91,4537375,4537.375,4537375,1,TRUE,TRUE
2024,TFYR OF MACEDONIA,import,refined_products,light_oils_refined,99367991.8,0,0,0,1,FALSE,FALSE
2024,THAILAND,export,crude_oil,crude_oil,582521347.29,992530784.746,992530.7847460001,992530784.746,1,TRUE,TRUE
2024,THAILAND,export,lng,lng,1373981.79,1813472.734,1813.472734,1813472.734,1,TRUE,TRUE
2024,THAILAND,export,refined_products,light_oils_refined,1785831597.85,0,0,2205805311.223,1,TRUE,FALSE
2024,THAILAND,import,crude_oil,crude_oil,33495252021,0,0,177761799264,1,TRUE,FALSE
2024,THAILAND,import,lng,lng,6682339507.31,11417432501,11417432.501,11417432501,1,TRUE,TRUE
2024,THAILAND,import,refined_products,light_oils_refined,2293873789.59,3036322069.491,3036322.0694910004,3036322069.491,1,TRUE,TRUE
2024,TOGO,export,refined_products,light_oils_refined,2300064.704,2834427,2834.427,2834427,1,TRUE,TRUE
2024,TOGO,import,lng,lng,51435577.874,26000000,26000,26000000,1,TRUE,TRUE
2024,TOGO,import,refined_products,light_oils_refined,60275167.315,72632962,72632.962,72632962,1,TRUE,TRUE
2024,TOGO,re-export,refined_products,light_oils_refined,2277061.136,2799441,2799.441,2799441,1,TRUE,TRUE
2024,TRINIDAD AND TOBAGO,export,crude_oil,crude_oil,1616071557.072,2766349534.118,2766349.534118,2766349534.118,1,TRUE,TRUE
2024,TRINIDAD AND TOBAGO,export,lng,lng,368543434.887,760460940,760460.94,760460940,1,TRUE,TRUE
2024,TRINIDAD AND TOBAGO,export,refined_products,light_oils_refined,180698897.199,206276380,206276.38,206276380,1,TRUE,TRUE
2024,TRINIDAD AND TOBAGO,import,crude_oil,crude_oil,2854.17,0,0,0,1,FALSE,FALSE
2024,TRINIDAD AND TOBAGO,import,lng,lng,36153.414,0,0,0,1,FALSE,FALSE
2024,TRINIDAD AND TOBAGO,import,refined_products,light_oils_refined,486194700.759,0,0,0,1,FALSE,FALSE
2024,TRINIDAD AND TOBAGO,re-export,crude_oil,crude_oil,227.551,22,0.022,22,1,TRUE,TRUE
2024,TRINIDAD AND TOBAGO,re-export,refined_products,light_oils_refined,180651374.807,204985508,204985.508,204985508,1,TRUE,TRUE
2024,TÜRKIYE,export,refined_products,light_oils_refined,1521821694,0,0,0,1,FALSE,FALSE
2024,TÜRKIYE,import,refined_products,light_oils_refined,745290535,1246630314.139,1246630.314139,1246630314.139,1,TRUE,TRUE
2024,UKRAINE,export,refined_products,light_oils_refined,6511.42,2206.3,2.2063,2206.3,1,TRUE,TRUE
2024,UKRAINE,import,crude_oil,crude_oil,14904.14,24371,24.371,24371,1,TRUE,TRUE
2024,UKRAINE,import,refined_products,light_oils_refined,1357905690.68,1515887462.504,1515887.462504,1515887462.504,1,TRUE,TRUE
2024,UNITED KINGDOM,export,crude_oil,crude_oil,16055724448.938,0,0,0,1,FALSE,FALSE
2024,UNITED KINGDOM,export,lng,lng,108263.356,129473,129.473,129473,1,TRUE,TRUE
2024,UNITED KINGDOM,export,refined_products,light_oils_refined,5357102093.497,0,0,0,1,FALSE,FALSE
2024,UNITED KINGDOM,import,crude_oil,crude_oil,30768618161.552,0,0,0,1,FALSE,FALSE
2024,UNITED KINGDOM,import,lng,lng,4349832125.187,0,0,0,1,FALSE,FALSE
2024,UNITED KINGDOM,import,refined_products,light_oils_refined,3923149316.35,4705233647.806,4705233.647806,4705233647.806,1,TRUE,TRUE
2024,USA,export,crude_oil,crude_oil,118499361483,238788419322,238788419.322,238788419322,1,TRUE,TRUE
2024,USA,export,lng,lng,28900889054,48400800534.045,48400800.534044996,48400800534.045,1,TRUE,TRUE
2024,USA,export,refined_products,light_oils_refined,46906830994,81947189670,81947189.67,81947189670,1,TRUE,TRUE
2024,USA,import,crude_oil,crude_oil,174423623898,375657066222,375657066.222,375657066222,1,TRUE,TRUE
2024,USA,import,lng,lng,988426376,1873053087.224,1873053.087224,1873053087.224,1,TRUE,TRUE
2024,USA,import,refined_products,light_oils_refined,26426301812,40467348303.876,40467348.303876,40467348303.876,1,TRUE,TRUE
2024,USA,re-export,crude_oil,crude_oil,3957351707,8414000001,8414000.001,8414000001,1,TRUE,TRUE
2024,USA,re-export,refined_products,light_oils_refined,343600205,522911727,522911.727,522911727,1,TRUE,TRUE
2024,UZBEKISTAN,export,refined_products,light_oils_refined,292792848.95,549132870,549132.87,549132870,1,TRUE,TRUE
2024,UZBEKISTAN,import,crude_oil,crude_oil,620009600.99,1041374590,1041374.59,1041374590,1,TRUE,TRUE
2024,UZBEKISTAN,import,refined_products,light_oils_refined,974145977.97,1985693998.315,1985693.998315,1985693998.315,1,TRUE,TRUE
2024,UZBEKISTAN,re-export,refined_products,light_oils_refined,195467018.98,324387640,324387.64,324387640,1,TRUE,TRUE
2024,ZIMBABWE,import,crude_oil,crude_oil,790026.253,1389083,1389.083,1389083,1,TRUE,TRUE
2024,ZIMBABWE,import,lng,lng,43215.8,64370,64.37,64370,1,TRUE,TRUE
2024,ZIMBABWE,import,refined_products,light_oils_refined,482616870.504,463449772.05,463449.77205,463449772.05,1,TRUE,TRUE
