provider,source_dataset,source_file,source_layer,source_id,asset_class,asset_label,provider_class,subclass,name,status,country,commodity_group,liquid_capacity_bpd,liquid_throughput_bpd,gas_capacity_mmcfd,gas_throughput_mmcfd,lng_capacity_mtpa,lng_capacity_bcmy,oil_production_bpd,capacity_kbd,production_kbd,primary_output_kind,primary_output_value,primary_output_unit,primary_output_basis,geometry_role,provider_priority,lat,lon
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146116,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.79326,53.48303
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146130,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.799,53.49153
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146118,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.80773,53.62253
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146129,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.81137,53.522
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146123,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.81934,53.57447
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145592,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM CENTRAL COMPLEX,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.82665,53.6186
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146126,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.82829,53.57218
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145591,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM CENTRAL COMPLEX,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.8288,53.62201
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146127,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.82894,53.53402
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146125,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.82911,53.48327
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145593,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM CPF,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.83526,53.61227
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146134,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.82703,53.56321
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146144,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.78958,53.56654
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146146,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.82578,53.64041
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146149,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.83409,53.63196
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146152,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.80773,53.59924
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145869,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,MR-1,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.39648,53.63891
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145868,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,AB-1,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.39772,53.62443
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145862,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,AC-1,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.4237,53.66019
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145861,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,MR-4,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.43702,53.66804
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145859,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,BF-1,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.46828,53.6967
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145864,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,MR-2,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.49121,53.71216
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145860,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,BB-1,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.50039,53.70493
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145594,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,MUBARAZ CPF,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.50276,53.70592
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145895,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 16,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.52406,54.14069
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145889,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 15,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.54273,54.13959
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145863,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,BC-1,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.5547,53.72134
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145896,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 1,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.58498,54.1574
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145897,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 11,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.59333,54.13307
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145917,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,CB 2,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.59517,53.84841
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145900,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 7,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.61101,54.12332
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145894,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 2,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.6125,54.15198
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145886,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 22,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.61591,54.0952
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145907,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 4,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.6292,54.15142
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145891,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 3,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.64493,54.16223
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145893,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 20,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.64787,54.1222
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145885,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 19,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.66458,54.15572
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145881,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 14,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.55992,54.12607
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145598,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,UAD CPF,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.60709,54.14928
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145880,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,UAD WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.55451,54.12229
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145877,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,UAD WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.64246,54.1195
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145878,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 13,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.57465,54.11255
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145870,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,CB 1,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.59999,53.86493
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145871,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,CA 1D,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.56719,53.85601
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145872,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,MR 3,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.56169,53.84175
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145873,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,CD 1,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.53345,53.83125
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145874,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,CD 2 & CD 3,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.52802,53.82563
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145875,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,CD 7,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.53826,53.82059
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145876,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,CD 6,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.51973,53.8175
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145857,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,BG 1,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.6049,53.74337
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145866,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,MR-6,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.59392,53.73157
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145867,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,MR-5,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.5059,53.73099
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145865,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,BE-1,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.48904,53.72728
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145882,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 32,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.50738,54.17796
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145883,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,CE 1,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.4847,53.82732
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145884,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 17,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.52752,54.17958
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145887,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 24,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.58646,54.193600000000004
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145888,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 23,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.6125,54.19359
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145890,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 27,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.54766,54.20334
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145892,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 21,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.63756,54.18169
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145899,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,WHP 31,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.46857,54.20388
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146079,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.81584,53.6499
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146077,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.83296,53.65206
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146002,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.87962,53.65678
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146071,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.82811,53.66242
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146078,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.86154,53.66495
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146072,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.82324,53.67008
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146039,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.87621,53.67157
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146045,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.78008,53.67386
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146033,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.88392,53.67535
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146053,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.77277,53.67928
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,145981,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.8828,53.68511
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146043,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.75854,53.68561
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146080,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.8343,53.68709
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146076,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.81963,53.68716
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146081,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.80538,53.68812
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146020,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.88017,53.70378
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146069,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.8201,53.70466
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146046,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.77775,53.70753
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146063,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.79934,53.71058
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146028,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.88904,53.71222
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146041,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.74539,53.71272
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146057,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.78756,53.71781
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146068,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.82299,53.71812
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146036,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.7409,53.71969
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146064,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.87965,53.72685
OGIM,ogim,/Users/erichoffmann/Iran_War_Visualisation/data_raw/Geodata/OGIM_v2.5.1.gpkg,Offshore_Platforms,146065,offshore_platform,Offshore Platform,OFFSHORE PLATFORMS,,ZAKUM WHP,N/A,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,site,1,24.85238,53.73864
