incident_id,source_system,operation,sequence,wave_number,announced_utc,probable_launch_time,incident_day,target_text,landing_countries,target_country_guess,weapon_payload,ballistic_flag,drone_flag,cruise_flag,cluster_flag,target_energy_flag,target_port_flag,target_industrial_flag,target_military_flag,target_lat,target_lon,source_urls,description
acled_3181_20260110,acled_aggregated_csv,ACLED,,,2026-01-10,,2026-01-10,"Aleppo, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.1445,37.3978,,"ACLED weekly aggregate: 14 events, 11 fatalities, admin1 = Aleppo , population exposure = 149575"
acled_3181_20260117,acled_aggregated_csv,ACLED,,,2026-01-17,,2026-01-17,"Aleppo, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.1445,37.3978,,"ACLED weekly aggregate: 3 events, 0 fatalities, admin1 = Aleppo , population exposure = 44482"
acled_3181_20260124,acled_aggregated_csv,ACLED,,,2026-01-24,,2026-01-24,"Aleppo, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.1445,37.3978,,"ACLED weekly aggregate: 7 events, 5 fatalities, admin1 = Aleppo , population exposure = 80324"
acled_3182_20260103,acled_aggregated_csv,ACLED,,,2026-01-03,,2026-01-03,"Ar Raqqa, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.0265,38.922,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Ar Raqqa , population exposure = 406"
acled_3182_20260110,acled_aggregated_csv,ACLED,,,2026-01-10,,2026-01-10,"Ar Raqqa, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.0265,38.922,,"ACLED weekly aggregate: 3 events, 0 fatalities, admin1 = Ar Raqqa , population exposure = 1475"
acled_3182_20260117,acled_aggregated_csv,ACLED,,,2026-01-17,,2026-01-17,"Ar Raqqa, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.0265,38.922,,"ACLED weekly aggregate: 4 events, 1 fatalities, admin1 = Ar Raqqa , population exposure = 141275"
acled_3182_20260124,acled_aggregated_csv,ACLED,,,2026-01-24,,2026-01-24,"Ar Raqqa, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.0265,38.922,,"ACLED weekly aggregate: 2 events, 0 fatalities, admin1 = Ar Raqqa , population exposure = 17597"
acled_3183_20260103,acled_aggregated_csv,ACLED,,,2026-01-03,,2026-01-03,"As Sweida, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.7624,36.8919,,"ACLED weekly aggregate: 2 events, 0 fatalities, admin1 = As Sweida , population exposure = 8861"
acled_3183_20260124,acled_aggregated_csv,ACLED,,,2026-01-24,,2026-01-24,"As Sweida, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.7624,36.8919,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = As Sweida , population exposure = 6407"
acled_3183_20260214,acled_aggregated_csv,ACLED,,,2026-02-14,,2026-02-14,"As Sweida, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.7624,36.8919,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = As Sweida "
acled_3183_20260228,acled_aggregated_csv,ACLED,,,2026-02-28,,2026-02-28,"As Sweida, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.7624,36.8919,,"ACLED weekly aggregate: 4 events, 0 fatalities, admin1 = As Sweida "
acled_3185_20260228,acled_aggregated_csv,ACLED,,,2026-02-28,,2026-02-28,"Dara, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.831,36.1112,,"ACLED weekly aggregate: 3 events, 0 fatalities, admin1 = Dara "
acled_3186_20260110,acled_aggregated_csv,ACLED,,,2026-01-10,,2026-01-10,"Deir ez Zor, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.2318,40.2761,,"ACLED weekly aggregate: 2 events, 0 fatalities, admin1 = Deir ez Zor , population exposure = 5090"
acled_3186_20260117,acled_aggregated_csv,ACLED,,,2026-01-17,,2026-01-17,"Deir ez Zor, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.2318,40.2761,,"ACLED weekly aggregate: 2 events, 0 fatalities, admin1 = Deir ez Zor , population exposure = 80739"
acled_3186_20260124,acled_aggregated_csv,ACLED,,,2026-01-24,,2026-01-24,"Deir ez Zor, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.2318,40.2761,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Deir ez Zor , population exposure = 4066"
acled_3187_20260110,acled_aggregated_csv,ACLED,,,2026-01-10,,2026-01-10,"Hama, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.3165,37.3411,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Hama , population exposure = 283"
acled_3187_20260207,acled_aggregated_csv,ACLED,,,2026-02-07,,2026-02-07,"Hama, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.3165,37.3411,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Hama "
acled_3188_20260103,acled_aggregated_csv,ACLED,,,2026-01-03,,2026-01-03,"Homs, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34.4708,38.2063,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Homs , population exposure = 2"
acled_3188_20260110,acled_aggregated_csv,ACLED,,,2026-01-10,,2026-01-10,"Homs, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34.4708,38.2063,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Homs "
acled_3188_20260124,acled_aggregated_csv,ACLED,,,2026-01-24,,2026-01-24,"Homs, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34.4708,38.2063,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Homs , population exposure = 46041"
acled_3188_20260131,acled_aggregated_csv,ACLED,,,2026-01-31,,2026-01-31,"Homs, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34.4708,38.2063,,"ACLED weekly aggregate: 5 events, 0 fatalities, admin1 = Homs , population exposure = 3222"
acled_3188_20260207,acled_aggregated_csv,ACLED,,,2026-02-07,,2026-02-07,"Homs, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34.4708,38.2063,,"ACLED weekly aggregate: 3 events, 0 fatalities, admin1 = Homs "
acled_3189_20260110,acled_aggregated_csv,ACLED,,,2026-01-10,,2026-01-10,"Idleb, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.8547,36.5648,,"ACLED weekly aggregate: 1 events, 1 fatalities, admin1 = Idleb , population exposure = 48678"
acled_3192_20260110,acled_aggregated_csv,ACLED,,,2026-01-10,,2026-01-10,"Rural Damascus, Syria, ACLED air/drone strike aggregate",Syria,Syria,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.4538,37.4305,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Rural Damascus "
acled_3392_20260103,acled_aggregated_csv,ACLED,,,2026-01-03,,2026-01-03,"Kastamonu, Turkey, ACLED air/drone strike aggregate",Turkey,Turkey,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.4214,33.7891,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Kastamonu , population exposure = 6155"
acled_3472_20260228,acled_aggregated_csv,ACLED,,,2026-02-28,,2026-02-28,"Abu Dhabi, United Arab Emirates, ACLED air/drone strike aggregate",United Arab Emirates,United Arab Emirates,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23.7727,53.7133,,"ACLED weekly aggregate: 13 events, 1 fatalities, admin1 = Abu Dhabi "
acled_3472_20260307,acled_aggregated_csv,ACLED,,,2026-03-07,,2026-03-07,"Abu Dhabi, United Arab Emirates, ACLED air/drone strike aggregate",United Arab Emirates,United Arab Emirates,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23.7727,53.7133,,"ACLED weekly aggregate: 6 events, 2 fatalities, admin1 = Abu Dhabi "
acled_3474_20260228,acled_aggregated_csv,ACLED,,,2026-02-28,,2026-02-28,"Al Fujayrah, United Arab Emirates, ACLED air/drone strike aggregate",United Arab Emirates,United Arab Emirates,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.4363,56.2301,,"ACLED weekly aggregate: 3 events, 0 fatalities, admin1 = Al Fujayrah "
acled_3474_20260307,acled_aggregated_csv,ACLED,,,2026-03-07,,2026-03-07,"Al Fujayrah, United Arab Emirates, ACLED air/drone strike aggregate",United Arab Emirates,United Arab Emirates,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.4363,56.2301,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Al Fujayrah "
acled_3475_20260228,acled_aggregated_csv,ACLED,,,2026-02-28,,2026-02-28,"Ash Shariqah, United Arab Emirates, ACLED air/drone strike aggregate",United Arab Emirates,United Arab Emirates,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.1368,55.8094,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Ash Shariqah "
acled_3476_20260228,acled_aggregated_csv,ACLED,,,2026-02-28,,2026-02-28,"Dubai, United Arab Emirates, ACLED air/drone strike aggregate",United Arab Emirates,United Arab Emirates,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.9904,55.3711,,"ACLED weekly aggregate: 5 events, 0 fatalities, admin1 = Dubai "
acled_3476_20260307,acled_aggregated_csv,ACLED,,,2026-03-07,,2026-03-07,"Dubai, United Arab Emirates, ACLED air/drone strike aggregate",United Arab Emirates,United Arab Emirates,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.9904,55.3711,,"ACLED weekly aggregate: 8 events, 1 fatalities, admin1 = Dubai "
acled_NA_20260228,acled_aggregated_csv,ACLED,,,2026-02-28,,2026-02-28,"Persian Gulf, United Arab Emirates, ACLED air/drone strike aggregate",United Arab Emirates,United Arab Emirates,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.971,51.251,,"ACLED weekly aggregate: 3 events, 0 fatalities, admin1 = Persian Gulf "
acled_NA_20260307,acled_aggregated_csv,ACLED,,,2026-03-07,,2026-03-07,"Persian Gulf, United Arab Emirates, ACLED air/drone strike aggregate",United Arab Emirates,United Arab Emirates,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.971,51.251,,"ACLED weekly aggregate: 4 events, 0 fatalities, admin1 = Persian Gulf "
acled_3477_20260228,acled_aggregated_csv,ACLED,,,2026-02-28,,2026-02-28,"Ras Al Khaymah, United Arab Emirates, ACLED air/drone strike aggregate",United Arab Emirates,United Arab Emirates,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.698,55.9686,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Ras Al Khaymah "
acled_3675_20260103,acled_aggregated_csv,ACLED,,,2026-01-03,,2026-01-03,"Ad Dali, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.8943,44.7825,,"ACLED weekly aggregate: 2 events, 4 fatalities, admin1 = Ad Dali , population exposure = 61384"
acled_3675_20260110,acled_aggregated_csv,ACLED,,,2026-01-10,,2026-01-10,"Ad Dali, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.8943,44.7825,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Ad Dali , population exposure = 2336"
acled_3675_20260131,acled_aggregated_csv,ACLED,,,2026-01-31,,2026-01-31,"Ad Dali, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.8943,44.7825,,"ACLED weekly aggregate: 1 events, 1 fatalities, admin1 = Ad Dali "
acled_3676_20260103,acled_aggregated_csv,ACLED,,,2026-01-03,,2026-01-03,"Aden, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.8058,44.788,,"ACLED weekly aggregate: 2 events, 0 fatalities, admin1 = Aden , population exposure = 20166"
acled_3677_20260221,acled_aggregated_csv,ACLED,,,2026-02-21,,2026-02-21,"Al Bayda, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.326,45.216,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Al Bayda "
acled_3678_20260124,acled_aggregated_csv,ACLED,,,2026-01-24,,2026-01-24,"Al Hudaydah, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.7791,43.2181,,"ACLED weekly aggregate: 1 events, 1 fatalities, admin1 = Al Hudaydah , population exposure = 40932"
acled_3678_20260214,acled_aggregated_csv,ACLED,,,2026-02-14,,2026-02-14,"Al Hudaydah, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.7791,43.2181,,"ACLED weekly aggregate: 2 events, 2 fatalities, admin1 = Al Hudaydah "
acled_3680_20260103,acled_aggregated_csv,ACLED,,,2026-01-03,,2026-01-03,"Al Mahrah, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.0575,51.8238,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Al Mahrah , population exposure = 45304"
acled_3680_20260124,acled_aggregated_csv,ACLED,,,2026-01-24,,2026-01-24,"Al Mahrah, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.0575,51.8238,,"ACLED weekly aggregate: 1 events, 1 fatalities, admin1 = Al Mahrah , population exposure = 45304"
acled_3680_20260207,acled_aggregated_csv,ACLED,,,2026-02-07,,2026-02-07,"Al Mahrah, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.0575,51.8238,,"ACLED weekly aggregate: 1 events, 1 fatalities, admin1 = Al Mahrah "
acled_3685_20260103,acled_aggregated_csv,ACLED,,,2026-01-03,,2026-01-03,"Hadramawt, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.5288,48.6269,,"ACLED weekly aggregate: 2 events, 4 fatalities, admin1 = Hadramawt , population exposure = 28002"
acled_3688_20260103,acled_aggregated_csv,ACLED,,,2026-01-03,,2026-01-03,"Lahij, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.3204,44.7623,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Lahij , population exposure = 45262"
acled_3688_20260221,acled_aggregated_csv,ACLED,,,2026-02-21,,2026-02-21,"Lahij, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.3204,44.7623,,"ACLED weekly aggregate: 1 events, 1 fatalities, admin1 = Lahij "
acled_3689_20260103,acled_aggregated_csv,ACLED,,,2026-01-03,,2026-01-03,"Marib, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.3329,45.4523,,"ACLED weekly aggregate: 2 events, 0 fatalities, admin1 = Marib , population exposure = 11525"
acled_3689_20260110,acled_aggregated_csv,ACLED,,,2026-01-10,,2026-01-10,"Marib, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.3329,45.4523,,"ACLED weekly aggregate: 2 events, 3 fatalities, admin1 = Marib , population exposure = 12782"
acled_3689_20260124,acled_aggregated_csv,ACLED,,,2026-01-24,,2026-01-24,"Marib, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.3329,45.4523,,"ACLED weekly aggregate: 1 events, 3 fatalities, admin1 = Marib , population exposure = 2427"
acled_3689_20260131,acled_aggregated_csv,ACLED,,,2026-01-31,,2026-01-31,"Marib, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.3329,45.4523,,"ACLED weekly aggregate: 1 events, 4 fatalities, admin1 = Marib "
acled_3689_20260214,acled_aggregated_csv,ACLED,,,2026-02-14,,2026-02-14,"Marib, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.3329,45.4523,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Marib "
acled_3689_20260228,acled_aggregated_csv,ACLED,,,2026-02-28,,2026-02-28,"Marib, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.3329,45.4523,,"ACLED weekly aggregate: 1 events, 1 fatalities, admin1 = Marib "
acled_3691_20260103,acled_aggregated_csv,ACLED,,,2026-01-03,,2026-01-03,"Sadah, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.0883,44.0424,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Sadah , population exposure = 2734"
acled_3691_20260228,acled_aggregated_csv,ACLED,,,2026-02-28,,2026-02-28,"Sadah, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.0883,44.0424,,"ACLED weekly aggregate: 1 events, 1 fatalities, admin1 = Sadah "
acled_3693_20260110,acled_aggregated_csv,ACLED,,,2026-01-10,,2026-01-10,"Shabwah, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.651,46.62,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Shabwah , population exposure = 24760"
acled_3693_20260117,acled_aggregated_csv,ACLED,,,2026-01-17,,2026-01-17,"Shabwah, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.651,46.62,,"ACLED weekly aggregate: 2 events, 3 fatalities, admin1 = Shabwah , population exposure = 25796"
acled_3693_20260207,acled_aggregated_csv,ACLED,,,2026-02-07,,2026-02-07,"Shabwah, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.651,46.62,,"ACLED weekly aggregate: 1 events, 1 fatalities, admin1 = Shabwah "
acled_3695_20260207,acled_aggregated_csv,ACLED,,,2026-02-07,,2026-02-07,"Taizz, Yemen, ACLED air/drone strike aggregate",Yemen,Yemen,Air/drone strike,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.2949,43.7855,,"ACLED weekly aggregate: 1 events, 0 fatalities, admin1 = Taizz "
