site_id,asset_class,asset_label,asset_rank,map_color,name,status,country,lat,lon,geometry_role,primary_provider,primary_dataset,provider_priority,provider_sources,source_datasets,source_ids,provider_classes,subclasses,record_count
site_3443,extraction_site,Extraction Site,8,#b2182b,N/A,,TURKMENISTAN,37.906686,53.91789090027857,site,OGIM,ogim,1,OGIM,ogim,2067671,OIL AND NATURAL GAS FIELDS,,1
site_3444,extraction_site,Extraction Site,8,#b2182b,N/A,,TURKMENISTAN,37.9126945,59.81535507668903,site,OGIM,ogim,1,OGIM,ogim,2067502,OIL AND NATURAL GAS FIELDS,,1
site_3445,extraction_site,Extraction Site,8,#b2182b,NABRAJAH,,YEMEN,15.56491319470208,49.29853437508797,site,OGIM,ogim,1,OGIM,ogim,2064601,OIL AND NATURAL GAS FIELDS,,1
site_3446,extraction_site,Extraction Site,8,#b2182b,NADA,,EGYPT,30.728810500029688,27.03282830704455,site,OGIM,ogim,1,OGIM,ogim,2059598,OIL AND NATURAL GAS FIELDS,,1
site_3447,extraction_site,Extraction Site,8,#b2182b,NADA EAST,,EGYPT,30.72845999985316,27.043795999666173,site,OGIM,ogim,1,OGIM,ogim,2060472,OIL AND NATURAL GAS FIELDS,,1
site_3448,extraction_site,Extraction Site,8,#b2182b,NADA NORTH,,EGYPT,30.757918999994303,27.015987374008503,site,OGIM,ogim,1,OGIM,ogim,2059643,OIL AND NATURAL GAS FIELDS,,1
site_3449,extraction_site,Extraction Site,8,#b2182b,NADA NORTHEAST,,EGYPT,30.734828000111467,27.068795392800745,site,OGIM,ogim,1,OGIM,ogim,2059903,OIL AND NATURAL GAS FIELDS,,1
site_3450,extraction_site,Extraction Site,8,#b2182b,NADA WEST,,EGYPT,30.727221999968776,27.01749421258141,site,OGIM,ogim,1,OGIM,ogim,2060188,OIL AND NATURAL GAS FIELDS,,1
site_3451,extraction_site,Extraction Site,8,#b2182b,NADER,,EGYPT,30.565305499890233,26.93814439705804,site,OGIM,ogim,1,OGIM,ogim,2059478,OIL AND NATURAL GAS FIELDS,,1
site_3452,extraction_site,Extraction Site,8,#b2182b,NADIR,,OMAN,22.665657499999853,56.86854598933129,site,OGIM,ogim,1,OGIM,ogim,2064113,OIL AND NATURAL GAS FIELDS,,1
site_3453,extraction_site,Extraction Site,8,#b2182b,NAFOORAH,,OMAN,19.566041499999997,56.04983741154684,site,OGIM,ogim,1,OGIM,ogim,2064298,OIL AND NATURAL GAS FIELDS,,1
site_3454,extraction_site,Extraction Site,8,#b2182b,NAFT E SAFID,,IRAN,31.677995648792276,49.23273391630484,site,OGIM,ogim,1,OGIM,ogim,2063894,OIL AND NATURAL GAS FIELDS,,1
site_3455,extraction_site,Extraction Site,8,#b2182b,NAFT KHANEM,,IRAQ,34.22129875004796,45.24794600071449,site,OGIM,ogim,1,OGIM,ogim,2064053,OIL AND NATURAL GAS FIELDS,,1
site_3456,extraction_site,Extraction Site,8,#b2182b,NAFT SHAMR,,"IRAN, IRAQ",34.02747636591178,45.46964325553685,site,OGIM,ogim,1,OGIM,ogim,2063994,OIL AND NATURAL GAS FIELDS,,1
site_3457,extraction_site,Extraction Site,8,#b2182b,NAFT SHAMR,,"IRAN, IRAQ",34.042480499244,45.45840500516097,site,OGIM,ogim,1,OGIM,ogim,2064054,OIL AND NATURAL GAS FIELDS,,1
site_3458,extraction_site,Extraction Site,8,#b2182b,NAHR UMR,,IRAQ,30.71880682040305,47.68631351670932,site,OGIM,ogim,1,OGIM,ogim,2064062,OIL AND NATURAL GAS FIELDS,,1
site_3459,extraction_site,Extraction Site,8,#b2182b,NAHRAWAN,,IRAQ,33.244081745483285,44.83198859248064,site,OGIM,ogim,1,OGIM,ogim,2064060,OIL AND NATURAL GAS FIELDS,,1
site_3460,extraction_site,Extraction Site,8,#b2182b,NAJM 1,,EGYPT,29.535127500057374,28.14394144320293,site,OGIM,ogim,1,OGIM,ogim,2059197,OIL AND NATURAL GAS FIELDS,,1
site_3461,extraction_site,Extraction Site,8,#b2182b,NAJMAH,,IRAQ,35.86844829266972,43.20229318178379,site,OGIM,ogim,1,OGIM,ogim,2063981,OIL AND NATURAL GAS FIELDS,,1
site_3462,extraction_site,Extraction Site,8,#b2182b,NAJMAH,,IRAQ,35.87869664162294,43.18244306210546,site,OGIM,ogim,1,OGIM,ogim,2064022,OIL AND NATURAL GAS FIELDS,,1
site_3463,extraction_site,Extraction Site,8,#b2182b,NAKHAW 1,,EGYPT,30.793845999807928,26.3996432438463,site,OGIM,ogim,1,OGIM,ogim,2059568,OIL AND NATURAL GAS FIELDS,,1
site_3464,extraction_site,Extraction Site,8,#b2182b,NAKHAW NW 1,,EGYPT,30.830674999864584,26.279808999780016,site,OGIM,ogim,1,OGIM,ogim,2059704,OIL AND NATURAL GAS FIELDS,,1
site_3465,extraction_site,Extraction Site,8,#b2182b,NARMER,,EGYPT,30.407315000081542,26.20538000005189,site,OGIM,ogim,1,OGIM,ogim,2060341,OIL AND NATURAL GAS FIELDS,,1
site_3466,extraction_site,Extraction Site,8,#b2182b,NASEEM,,OMAN,18.401786,55.96520149519488,site,OGIM,ogim,1,OGIM,ogim,2064251,OIL AND NATURAL GAS FIELDS,,1
site_3467,extraction_site,Extraction Site,8,#b2182b,NASIR,,OMAN,18.264587,55.20893334826974,site,OGIM,ogim,1,OGIM,ogim,2064193,OIL AND NATURAL GAS FIELDS,,1
site_3468,extraction_site,Extraction Site,8,#b2182b,NASIRIYAH,,IRAQ,31.32141944387952,45.96122670213158,site,OGIM,ogim,1,OGIM,ogim,2064085,OIL AND NATURAL GAS FIELDS,,1
site_3469,extraction_site,Extraction Site,8,#b2182b,NASR,,UNITED ARAB EMIRATES,25.2928667338275,53.48590829132847,site,OGIM,ogim,1,OGIM,ogim,2064566,OIL AND NATURAL GAS FIELDS,,1
site_3470,extraction_site,Extraction Site,8,#b2182b,NATIH,,OMAN,22.42747199999986,56.6983368935948,site,OGIM,ogim,1,OGIM,ogim,2064336,OIL AND NATURAL GAS FIELDS,,1
site_3471,extraction_site,Extraction Site,8,#b2182b,NATIH W,,OMAN,22.50723649999986,56.56058653904255,site,OGIM,ogim,1,OGIM,ogim,2064337,OIL AND NATURAL GAS FIELDS,,1
site_3472,extraction_site,Extraction Site,8,#b2182b,NAYA,,EGYPT,30.803843000343676,27.07710675007632,site,OGIM,ogim,1,OGIM,ogim,2060383,OIL AND NATURAL GAS FIELDS,,1
site_3473,extraction_site,Extraction Site,8,#b2182b,NE SUNA FIELD,,YEMEN,15.77304845090437,49.11576469166357,site,OGIM,ogim,1,OGIM,ogim,2064623,OIL AND NATURAL GAS FIELDS,,1
site_3474,extraction_site,Extraction Site,8,#b2182b,NE SUNA FIELD,,YEMEN,15.794566781357638,49.11999005565432,site,OGIM,ogim,1,OGIM,ogim,2064622,OIL AND NATURAL GAS FIELDS,,1
site_3475,extraction_site,Extraction Site,8,#b2182b,NEAMA,,EGYPT,29.72582650012348,29.429378223242395,site,OGIM,ogim,1,OGIM,ogim,2059614,OIL AND NATURAL GAS FIELDS,,1
site_3476,extraction_site,Extraction Site,8,#b2182b,NEFERTITI,,EGYPT,28.71228250000783,33.19008868325524,site,OGIM,ogim,1,OGIM,ogim,2059249,OIL AND NATURAL GAS FIELDS,,1
site_3477,extraction_site,Extraction Site,8,#b2182b,NEILOS,,EGYPT,30.402187999713057,26.122682999873348,site,OGIM,ogim,1,OGIM,ogim,2060214,OIL AND NATURAL GAS FIELDS,,1
site_3478,extraction_site,Extraction Site,8,#b2182b,NEITH,,EGYPT,30.446607999969498,26.13394172024354,site,OGIM,ogim,1,OGIM,ogim,2060045,OIL AND NATURAL GAS FIELDS,,1
site_3479,extraction_site,Extraction Site,8,#b2182b,NEITH NORTH 1,,EGYPT,30.4629459998525,26.15994600000428,site,OGIM,ogim,1,OGIM,ogim,2060326,OIL AND NATURAL GAS FIELDS,,1
site_3480,extraction_site,Extraction Site,8,#b2182b,NEITH SOUTH,,EGYPT,30.423371499798,26.1112141581104,site,OGIM,ogim,1,OGIM,ogim,2059602,OIL AND NATURAL GAS FIELDS,,1
site_3481,extraction_site,Extraction Site,8,#b2182b,NESSIM (GS 336),,EGYPT,28.144059000202027,33.52898333379211,site,OGIM,ogim,1,OGIM,ogim,2059236,OIL AND NATURAL GAS FIELDS,,1
site_3482,extraction_site,Extraction Site,8,#b2182b,NIBAN,,SAUDI ARABIA,23.698772386166745,49.91669808889789,site,OGIM,ogim,1,OGIM,ogim,2064487,OIL AND NATURAL GAS FIELDS,,1
site_3483,extraction_site,Extraction Site,8,#b2182b,NIDOCO,,EGYPT,31.595146500060338,31.25836794664134,site,OGIM,ogim,1,OGIM,ogim,2059494,OIL AND NATURAL GAS FIELDS,,1
site_3484,extraction_site,Extraction Site,8,#b2182b,NIDOCO EAST,,EGYPT,31.57532999995086,31.299076749689338,site,OGIM,ogim,1,OGIM,ogim,2060205,OIL AND NATURAL GAS FIELDS,,1
site_3485,extraction_site,Extraction Site,8,#b2182b,NIDOCO WEST,,EGYPT,31.56472000008046,31.16954600020196,site,OGIM,ogim,1,OGIM,ogim,2060220,OIL AND NATURAL GAS FIELDS,,1
site_3486,extraction_site,Extraction Site,8,#b2182b,NIMR,,OMAN,18.7589565,55.9652871367278,site,OGIM,ogim,1,OGIM,ogim,2064239,OIL AND NATURAL GAS FIELDS,,1
site_3487,extraction_site,Extraction Site,8,#b2182b,NISALAH,,SAUDI ARABIA,23.049655129833976,46.86998000214332,site,OGIM,ogim,1,OGIM,ogim,2064513,OIL AND NATURAL GAS FIELDS,,1
site_3488,extraction_site,Extraction Site,8,#b2182b,NOOR,,IRAQ,31.91748839306972,47.301883377956386,site,OGIM,ogim,1,OGIM,ogim,2064078,OIL AND NATURAL GAS FIELDS,,1
site_3489,extraction_site,Extraction Site,8,#b2182b,NOOROS,,EGYPT,31.599949000207644,31.197544999997973,site,OGIM,ogim,1,OGIM,ogim,2060406,OIL AND NATURAL GAS FIELDS,,1
site_3490,extraction_site,Extraction Site,8,#b2182b,NOOROS EAST,,EGYPT,31.60017900026773,31.221423499899956,site,OGIM,ogim,1,OGIM,ogim,2060389,OIL AND NATURAL GAS FIELDS,,1
site_3491,extraction_site,Extraction Site,8,#b2182b,NORTH FIELD,,"IRAN, QATAR",26.330402697942883,51.93874352968263,site,OGIM,ogim,1,OGIM,ogim,2064424,OIL AND NATURAL GAS FIELDS,,1
site_3492,extraction_site,Extraction Site,8,#b2182b,NORTH KIDAN,,SAUDI ARABIA,22.37404882470456,53.22825475465886,site,OGIM,ogim,1,OGIM,ogim,2064453,OIL AND NATURAL GAS FIELDS,,1
site_3493,extraction_site,Extraction Site,8,#b2182b,NORTH PARS / KANGAN,,IRAN,27.876081077989728,51.322428425465034,site,OGIM,ogim,1,OGIM,ogim,2063834,OIL AND NATURAL GAS FIELDS,,1
site_3494,extraction_site,Extraction Site,8,#b2182b,NORTH RUMAYLAH,,IRAQ,30.500955660530117,46.923223005405774,site,OGIM,ogim,1,OGIM,ogim,2064071,OIL AND NATURAL GAS FIELDS,,1
site_3495,extraction_site,Extraction Site,8,#b2182b,NOTUS 1,,EGYPT,31.668027000017386,31.65279426569329,site,OGIM,ogim,1,OGIM,ogim,2060333,OIL AND NATURAL GAS FIELDS,,1
site_3496,extraction_site,Extraction Site,8,#b2182b,NOURAS,,EGYPT,31.613887499769497,32.52164585557714,site,OGIM,ogim,1,OGIM,ogim,2059440,OIL AND NATURAL GAS FIELDS,,1
site_3497,extraction_site,Extraction Site,8,#b2182b,NOWRUZ,,IRAN,29.505867050064708,49.46050230098251,site,OGIM,ogim,1,OGIM,ogim,2063973,OIL AND NATURAL GAS FIELDS,,1
site_3498,extraction_site,Extraction Site,8,#b2182b,NUAYYIM,,SAUDI ARABIA,23.013063427306044,47.25364142433953,site,OGIM,ogim,1,OGIM,ogim,2064510,OIL AND NATURAL GAS FIELDS,,1
site_3499,extraction_site,Extraction Site,8,#b2182b,NUHAM,,OMAN,18.769437000000003,56.310507124633325,site,OGIM,ogim,1,OGIM,ogim,2064269,OIL AND NATURAL GAS FIELDS,,1
site_3500,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.0596055,55.33220815712943,site,OGIM,ogim,1,OGIM,ogim,2064207,OIL AND NATURAL GAS FIELDS,,1
site_3501,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.065174,55.252382808173984,site,OGIM,ogim,1,OGIM,ogim,2064202,OIL AND NATURAL GAS FIELDS,,1
site_3502,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.075433,55.3163692040692,site,OGIM,ogim,1,OGIM,ogim,2064205,OIL AND NATURAL GAS FIELDS,,1
site_3503,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.0970255,55.30907118593024,site,OGIM,ogim,1,OGIM,ogim,2064203,OIL AND NATURAL GAS FIELDS,,1
site_3504,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.1391025,55.471874502930504,site,OGIM,ogim,1,OGIM,ogim,2064217,OIL AND NATURAL GAS FIELDS,,1
site_3505,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.2502245,55.460933625,site,OGIM,ogim,1,OGIM,ogim,2064211,OIL AND NATURAL GAS FIELDS,,1
site_3506,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.2724385,55.66927315358967,site,OGIM,ogim,1,OGIM,ogim,2064224,OIL AND NATURAL GAS FIELDS,,1
site_3507,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.285302,55.674379601291186,site,OGIM,ogim,1,OGIM,ogim,2064223,OIL AND NATURAL GAS FIELDS,,1
site_3508,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.3668535,55.718806009997245,site,OGIM,ogim,1,OGIM,ogim,2064230,OIL AND NATURAL GAS FIELDS,,1
site_3509,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.577795,56.08278225,site,OGIM,ogim,1,OGIM,ogim,2064259,OIL AND NATURAL GAS FIELDS,,1
site_3510,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.660379,55.949003999999995,site,OGIM,ogim,1,OGIM,ogim,2064240,OIL AND NATURAL GAS FIELDS,,1
site_3511,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.700684,55.90828106205795,site,OGIM,ogim,1,OGIM,ogim,2064238,OIL AND NATURAL GAS FIELDS,,1
site_3512,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.697356,56.15825617307692,site,OGIM,ogim,1,OGIM,ogim,2064263,OIL AND NATURAL GAS FIELDS,,1
site_3513,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.7100725,55.96721553468488,site,OGIM,ogim,1,OGIM,ogim,2064242,OIL AND NATURAL GAS FIELDS,,1
site_3514,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.7210795,56.022589297203425,site,OGIM,ogim,1,OGIM,ogim,2064241,OIL AND NATURAL GAS FIELDS,,1
site_3515,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.7445505,56.01259512494995,site,OGIM,ogim,1,OGIM,ogim,2064243,OIL AND NATURAL GAS FIELDS,,1
site_3516,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.769295999999997,56.156219699999994,site,OGIM,ogim,1,OGIM,ogim,2064265,OIL AND NATURAL GAS FIELDS,,1
site_3517,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,18.965547,56.53097617091762,site,OGIM,ogim,1,OGIM,ogim,2064278,OIL AND NATURAL GAS FIELDS,,1
site_3518,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,19.0561765,56.46653380001368,site,OGIM,ogim,1,OGIM,ogim,2064277,OIL AND NATURAL GAS FIELDS,,1
site_3519,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,19.2657775,55.97358523242272,site,OGIM,ogim,1,OGIM,ogim,2064288,OIL AND NATURAL GAS FIELDS,,1
site_3520,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,20.539891999999888,56.36349903338483,site,OGIM,ogim,1,OGIM,ogim,2064310,OIL AND NATURAL GAS FIELDS,,1
site_3521,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,21.62633599999987,56.00205699394399,site,OGIM,ogim,1,OGIM,ogim,2064330,OIL AND NATURAL GAS FIELDS,,1
site_3522,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,21.66936499999987,57.330007587852464,site,OGIM,ogim,1,OGIM,ogim,2064128,OIL AND NATURAL GAS FIELDS,,1
site_3523,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,21.74441099999987,57.04923033232885,site,OGIM,ogim,1,OGIM,ogim,2064332,OIL AND NATURAL GAS FIELDS,,1
site_3524,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,21.752354999999874,57.15757089843613,site,OGIM,ogim,1,OGIM,ogim,2064333,OIL AND NATURAL GAS FIELDS,,1
site_3525,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,21.778675499999864,57.15780577638224,site,OGIM,ogim,1,OGIM,ogim,2064334,OIL AND NATURAL GAS FIELDS,,1
site_3526,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,22.78375199999985,55.83846020458556,site,OGIM,ogim,1,OGIM,ogim,2064161,OIL AND NATURAL GAS FIELDS,,1
site_3527,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,23.022274999999844,56.2816033730535,site,OGIM,ogim,1,OGIM,ogim,2064173,OIL AND NATURAL GAS FIELDS,,1
site_3528,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,23.05810699999984,56.20610810340119,site,OGIM,ogim,1,OGIM,ogim,2064172,OIL AND NATURAL GAS FIELDS,,1
site_3529,extraction_site,Extraction Site,8,#b2182b,NULL,,OMAN,23.98211449999984,56.064583741502105,site,OGIM,ogim,1,OGIM,ogim,2064171,OIL AND NATURAL GAS FIELDS,,1
site_3530,extraction_site,Extraction Site,8,#b2182b,NUWAR,,OMAN,18.7282585,56.297991826453014,site,OGIM,ogim,1,OGIM,ogim,2064270,OIL AND NATURAL GAS FIELDS,,1
site_3531,extraction_site,Extraction Site,8,#b2182b,NYMARA,,EGYPT,30.593269000022307,26.102989000337544,site,OGIM,ogim,1,OGIM,ogim,2060164,OIL AND NATURAL GAS FIELDS,,1
site_3532,extraction_site,Extraction Site,8,#b2182b,OBAIYED,,EGYPT,31.09746649992146,26.61900713035557,site,OGIM,ogim,1,OGIM,ogim,2059343,OIL AND NATURAL GAS FIELDS,,1
site_3533,extraction_site,Extraction Site,8,#b2182b,OBAIYED 1-1,,EGYPT,31.072525000105756,27.05187099977251,site,OGIM,ogim,1,OGIM,ogim,2059334,OIL AND NATURAL GAS FIELDS,,1
site_3534,extraction_site,Extraction Site,8,#b2182b,OBAIYED 3-1ST,,EGYPT,31.23112500027168,26.61297649980279,site,OGIM,ogim,1,OGIM,ogim,2059357,OIL AND NATURAL GAS FIELDS,,1
site_3535,extraction_site,Extraction Site,8,#b2182b,OBAIYED J14,,EGYPT,30.9538459997977,26.697448750184037,site,OGIM,ogim,1,OGIM,ogim,2060400,OIL AND NATURAL GAS FIELDS,,1
site_3536,extraction_site,Extraction Site,8,#b2182b,OBAIYED SOUTH,,EGYPT,31.015126000249133,26.656048793035268,site,OGIM,ogim,1,OGIM,ogim,2059603,OIL AND NATURAL GAS FIELDS,,1
site_3537,extraction_site,Extraction Site,8,#b2182b,OBAIYED SOUTHWEST 1,,EGYPT,31.043322499848763,26.58238004601283,site,OGIM,ogim,1,OGIM,ogim,2059630,OIL AND NATURAL GAS FIELDS,,1
site_3538,extraction_site,Extraction Site,8,#b2182b,OCTOBER,,EGYPT,28.856840499963987,33.078473695964504,site,OGIM,ogim,1,OGIM,ogim,2059221,OIL AND NATURAL GAS FIELDS,,1
site_3539,extraction_site,Extraction Site,8,#b2182b,OCTOBER NORTH D,,EGYPT,28.90381150000272,33.000002572138634,site,OGIM,ogim,1,OGIM,ogim,2059263,OIL AND NATURAL GAS FIELDS,,1
site_3540,extraction_site,Extraction Site,8,#b2182b,OCTOBER NORTH F,,EGYPT,28.95273100004624,32.991756726581315,site,OGIM,ogim,1,OGIM,ogim,2059228,OIL AND NATURAL GAS FIELDS,,1
site_3541,extraction_site,Extraction Site,8,#b2182b,OCTOBER NORTH J,,EGYPT,28.94656999987335,32.96070338140662,site,OGIM,ogim,1,OGIM,ogim,2059272,OIL AND NATURAL GAS FIELDS,,1
site_3542,extraction_site,Extraction Site,8,#b2182b,OCTOBER NORTHWEST,,EGYPT,28.94050199973856,32.840499042516825,site,OGIM,ogim,1,OGIM,ogim,2059258,OIL AND NATURAL GAS FIELDS,,1
site_3543,extraction_site,Extraction Site,8,#b2182b,OLYMPIC 1,,EGYPT,29.629369999980163,28.596081999796183,site,OGIM,ogim,1,OGIM,ogim,2060443,OIL AND NATURAL GAS FIELDS,,1
site_3544,extraction_site,Extraction Site,8,#b2182b,OMRAAN,,OMAN,18.4352265,55.07004908512334,site,OGIM,ogim,1,OGIM,ogim,2064190,OIL AND NATURAL GAS FIELDS,,1
site_3545,extraction_site,Extraction Site,8,#b2182b,OPERA,,EGYPT,30.964855000227185,27.312101999695045,site,OGIM,ogim,1,OGIM,ogim,2059997,OIL AND NATURAL GAS FIELDS,,1
site_3546,extraction_site,Extraction Site,8,#b2182b,OPERA OFFSHORE 1,,EGYPT,31.72540199999821,31.493424999675277,site,OGIM,ogim,1,OGIM,ogim,2060354,OIL AND NATURAL GAS FIELDS,,1
site_3547,extraction_site,Extraction Site,8,#b2182b,ORCHID,,EGYPT,31.329338000087304,31.630867250048283,site,OGIM,ogim,1,OGIM,ogim,2060017,OIL AND NATURAL GAS FIELDS,,1
site_3548,extraction_site,Extraction Site,8,#b2182b,OSAYLAN,,YEMEN,15.132501886395838,45.899306866891685,site,OGIM,ogim,1,OGIM,ogim,2064589,OIL AND NATURAL GAS FIELDS,,1
site_3549,extraction_site,Extraction Site,8,#b2182b,OSAYLAN,,YEMEN,15.133181070519736,45.93506395013573,site,OGIM,ogim,1,OGIM,ogim,2064592,OIL AND NATURAL GAS FIELDS,,1
site_3550,extraction_site,Extraction Site,8,#b2182b,OSIRIS EAST 1ST1,,EGYPT,31.89021200002773,31.984952999939058,site,OGIM,ogim,1,OGIM,ogim,2059493,OIL AND NATURAL GAS FIELDS,,1
site_3551,extraction_site,Extraction Site,8,#b2182b,OZORIS,,EGYPT,30.647605500294567,26.748963403756512,site,OGIM,ogim,1,OGIM,ogim,2059699,OIL AND NATURAL GAS FIELDS,,1
site_3552,extraction_site,Extraction Site,8,#b2182b,PACIFIC,,EGYPT,29.708119000210345,28.45102449989264,site,OGIM,ogim,1,OGIM,ogim,2060408,OIL AND NATURAL GAS FIELDS,,1
site_3553,extraction_site,Extraction Site,8,#b2182b,PAR E SIAH,,IRAN,31.915862060609673,49.679096109742275,site,OGIM,ogim,1,OGIM,ogim,2063895,OIL AND NATURAL GAS FIELDS,,1
site_3554,extraction_site,Extraction Site,8,#b2182b,PAZANAN,,IRAN,30.44449209655596,50.11192786539409,site,OGIM,ogim,1,OGIM,ogim,2063880,OIL AND NATURAL GAS FIELDS,,1
site_3555,extraction_site,Extraction Site,8,#b2182b,PEPI,,EGYPT,30.456169000083317,26.053059999940643,site,OGIM,ogim,1,OGIM,ogim,2060239,OIL AND NATURAL GAS FIELDS,,1
site_3556,extraction_site,Extraction Site,8,#b2182b,PHIOPS,,EGYPT,30.562406999957545,26.0703352967331,site,OGIM,ogim,1,OGIM,ogim,2060058,OIL AND NATURAL GAS FIELDS,,1
site_3557,extraction_site,Extraction Site,8,#b2182b,PINOT,,EGYPT,30.774743999997927,26.833194999940673,site,OGIM,ogim,1,OGIM,ogim,2060124,OIL AND NATURAL GAS FIELDS,,1
site_3558,extraction_site,Extraction Site,8,#b2182b,POLARIS 1,,EGYPT,31.79420049965099,29.628191035433986,site,OGIM,ogim,1,OGIM,ogim,2059795,OIL AND NATURAL GAS FIELDS,,1
site_3559,extraction_site,Extraction Site,8,#b2182b,PORT FOUAD MARINE,,EGYPT,31.54578499998188,32.50134784992913,site,OGIM,ogim,1,OGIM,ogim,2059286,OIL AND NATURAL GAS FIELDS,,1
site_3560,extraction_site,Extraction Site,8,#b2182b,PORT FOUAD MARINE SE 1,,EGYPT,31.495120499825617,32.58381184982374,site,OGIM,ogim,1,OGIM,ogim,2059514,OIL AND NATURAL GAS FIELDS,,1
site_3561,extraction_site,Extraction Site,8,#b2182b,PORT FOUAD MARINE SE 2,,EGYPT,31.512572500172087,32.54465728918939,site,OGIM,ogim,1,OGIM,ogim,2059590,OIL AND NATURAL GAS FIELDS,,1
site_3562,extraction_site,Extraction Site,8,#b2182b,PRINCE 1,,EGYPT,31.063790999896085,27.54924899984644,site,OGIM,ogim,1,OGIM,ogim,2060055,OIL AND NATURAL GAS FIELDS,,1
site_3563,extraction_site,Extraction Site,8,#b2182b,PTAH,,EGYPT,30.633099000157102,26.118941000183753,site,OGIM,ogim,1,OGIM,ogim,2060471,OIL AND NATURAL GAS FIELDS,,1
site_3564,extraction_site,Extraction Site,8,#b2182b,PTI 2,,EGYPT,29.91686800031802,28.251640750094396,site,OGIM,ogim,1,OGIM,ogim,2059497,OIL AND NATURAL GAS FIELDS,,1
site_3565,extraction_site,Extraction Site,8,#b2182b,PTOLEMY 1,,EGYPT,30.88093800002816,26.967779999775217,site,OGIM,ogim,1,OGIM,ogim,2060172,OIL AND NATURAL GAS FIELDS,,1
site_3566,extraction_site,Extraction Site,8,#b2182b,PULKANA,,IRAQ,34.8249806570351,44.718378450280824,site,OGIM,ogim,1,OGIM,ogim,2064036,OIL AND NATURAL GAS FIELDS,,1
site_3567,extraction_site,Extraction Site,8,#b2182b,QAHARIR,,OMAN,18.0763125,55.28166706000512,site,OGIM,ogim,1,OGIM,ogim,2064204,OIL AND NATURAL GAS FIELDS,,1
site_3568,extraction_site,Extraction Site,8,#b2182b,QAIYARAH,,IRAQ,35.800346053344725,43.28537962630609,site,OGIM,ogim,1,OGIM,ogim,2063982,OIL AND NATURAL GAS FIELDS,,1
site_3569,extraction_site,Extraction Site,8,#b2182b,QALAH,,OMAN,22.146657999999867,57.04951728680258,site,OGIM,ogim,1,OGIM,ogim,2064335,OIL AND NATURAL GAS FIELDS,,1
site_3570,extraction_site,Extraction Site,8,#b2182b,QALIAN,,IRAQ,36.1065461749098,43.15667258745228,site,OGIM,ogim,1,OGIM,ogim,2064020,OIL AND NATURAL GAS FIELDS,,1
site_3571,extraction_site,Extraction Site,8,#b2182b,QAMAR,,IRAQ,34.57253846086154,45.006767504051865,site,OGIM,ogim,1,OGIM,ogim,2063989,OIL AND NATURAL GAS FIELDS,,1
site_3572,extraction_site,Extraction Site,8,#b2182b,QAMAR 2,,EGYPT,30.81537199998389,26.89383948942072,site,OGIM,ogim,1,OGIM,ogim,2059619,OIL AND NATURAL GAS FIELDS,,1
site_3573,extraction_site,Extraction Site,8,#b2182b,QANTARA,,EGYPT,31.024129000180302,32.21950984460725,site,OGIM,ogim,1,OGIM,ogim,2059174,OIL AND NATURAL GAS FIELDS,,1
site_3574,extraction_site,Extraction Site,8,#b2182b,QARA CHAUQ,,IRAQ,35.559934237664905,43.88351199682209,site,OGIM,ogim,1,OGIM,ogim,2064033,OIL AND NATURAL GAS FIELDS,,1
site_3575,extraction_site,Extraction Site,8,#b2182b,QARA DAGH,,IRAQ,35.23523491720228,45.342129266552575,site,OGIM,ogim,1,OGIM,ogim,2064052,OIL AND NATURAL GAS FIELDS,,1
